time,Processes,FD,CPU,Apache children,errors,priority,memory,deleted FD,failed requests,no. of connections,halfopen connections,authenticated,transaction,stay-time
797,359,3079,0.06,12,O,3,59,44,30,845,263,0,0,5
798,359,3079,0.19,12,O,2,60.87,44,30,845,263,0,0,5
799,359,3079,0.25,12,O,10,60.87,44,30,844,263,0,0,5
800,359,3080,0,12,O,6,60.87,44,30,844,263,0,0,5
801,359,3077,0.06,12,O,9,60.87,44,30,844,263,0,0,5
802,359,3078,0.37,12,O,8,60.87,44,30,844,263,0,0,5
803,359,3077,0.43,12,O,7,60.87,44,30,844,263,0,0,5
804,359,3078,0.37,12,O,12,60.87,44,30,844,263,0,0,5
805,359,3077,0.68,12,O,3,58.46,44,30,844,263,0,0,5
806,359,3078,0.06,12,O,5,58.46,44,30,844,263,0,0,5
807,359,3076,0.63,12,O,19,58.46,44,30,844,263,0,0,5
808,359,3077,0.37,12,O,2,58.46,44,30,844,263,0,0,5
809,359,3077,0.94,12,O,4,58.46,44,30,844,263,0,0,5
810,359,3078,0.62,12,O,3,58.46,44,30,844,263,0,0,5
811,359,3077,0.62,12,O,2,58.46,44,30,844,263,0,0,5
812,359,3078,0.06,12,O,10,58.46,44,30,844,263,0,0,5
813,359,3076,0.06,12,O,2,58.46,44,30,844,263,0,0,5
814,359,3079,0.69,12,O,3,59.54,44,30,844,263,0,0,5
815,359,3077,0.25,12,O,2,43.53,44,30,844,263,0,0,5
816,359,3077,0.68,12,O,5,43.53,44,30,844,263,0,0,5
817,359,3075,0.25,12,O,4,43.53,44,30,844,263,0,0,5
818,359,3080,0.44,12,O,7,46.85,44,30,844,263,0,0,5
819,359,3076,0.19,12,O,1,46.85,44,30,844,263,0,0,5
820,359,3073,0.62,12,O,0,46.85,47,30,844,263,0,0,5
821,359,3076,0.37,12,O,2,46.85,44,30,844,263,0,0,5
822,359,3076,0.87,12,O,1,56.36,44,30,844,263,0,0,5
823,359,3076,0.31,12,O,3,56.36,44,30,844,263,0,0,5
824,359,3076,0.44,12,O,4,56.36,44,30,844,263,0,0,5
825,359,3075,0.13,12,O,6,56.36,44,30,844,263,0,0,5
826,359,3074,0.19,12,O,5,56.36,44,30,844,263,0,0,5
827,359,3075,0.06,12,O,4,56.36,44,30,844,263,0,0,5
828,359,3073,0.13,12,O,7,46,44,30,844,263,0,0,5
829,359,3078,0.19,12,O,1,46,44,30,844,263,0,0,5
830,359,3074,0.12,12,O,0,46,44,30,844,263,0,0,5
831,359,3070,0.13,12,O,2,45.16,44,30,844,263,0,0,5
832,359,3070,0.19,12,O,1,45.16,44,30,844,263,0,0,5
833,359,3073,0.19,12,O,3,45.16,44,30,844,263,0,0,5
834,359,3073,0.25,12,O,4,45.16,44,30,844,263,0,0,5
835,359,3072,0.06,12,O,6,47,44,30,844,263,0,0,5
836,359,3077,0.19,12,O,2,47.56,44,30,844,263,0,0,5
837,359,3072,0.19,12,O,1,24,44,30,844,263,0,0,5
838,359,3070,0.12,12,O,3,38.2,44,30,844,263,0,0,5
839,359,3073,0.06,12,O,4,38.2,44,30,844,263,0,0,5
840,359,3070,0,12,O,7,38.2,44,30,844,263,0,0,5
841,359,3073,0.06,12,O,8,38.2,44,30,844,263,0,0,5
842,359,3073,0,12,O,10,38.2,44,30,844,264,0,0,5
843,359,3073,0,12,O,1,38.2,44,30,844,265,0,0,5
844,359,3073,0.19,12,O,3,38.2,44,30,844,266,0,0,5
845,359,3071,0.06,12,O,2,38.2,44,30,844,267,0,0,5
846,359,3074,0.12,12,O,1,38.2,44,30,844,268,0,0,5
847,359,3073,0.19,12,O,1,38.2,44,30,844,269,0,0,5
848,359,3070,0.19,12,O,2,38.2,44,30,844,270,0,0,5
849,359,3073,0.06,12,O,3,38.2,44,30,844,271,0,0,5
850,359,3070,0.19,12,O,5,38.2,44,30,844,272,0,0,5
851,359,3071,0,12,O,4,38.2,44,30,844,273,0,0,5
852,359,3070,0.13,12,O,6,38.2,44,30,844,274,0,0,5
853,359,3072,0.13,12,O,1,38.2,44,30,844,275,0,0,5
854,359,3071,0.06,12,O,2,38.2,44,30,844,276,0,0,5
855,359,3072,0.06,12,O,15,38.2,44,30,843,277,0,0,5
856,359,3070,0.13,12,O,2,38.2,44,30,843,278,0,0,5
857,359,3071,0.06,12,O,3,38.2,44,30,843,279,0,0,5
858,359,3070,0.25,12,O,2,38.2,44,30,843,280,0,0,5
859,359,3071,0.25,12,O,1,38.2,44,30,843,281,0,0,5
860,359,3072,0.19,12,O,3,38.2,44,30,843,282,0,0,5
861,359,3073,0.19,12,O,5,35.5,44,30,843,283,0,0,5
862,359,3073,0.12,12,O,4,36.2,44,30,843,284,0,0,5
863,359,3072,0.19,12,O,6,36.6,44,30,843,285,0,0,5
864,359,3071,0,12,O,9,36.1,44,30,843,286,0,0,5
865,359,3073,0.06,12,O,8,38,44,30,843,287,0,0,5
866,359,3073,0.06,12,O,7,35.4,44,30,843,288,0,0,5
867,359,3073,0.06,12,O,12,36.2,44,30,843,289,0,0,5
868,359,3073,0,12,O,3,38.2,44,30,843,290,0,0,5
869,359,3073,0.13,12,O,5,38.2,44,30,843,291,0,0,5
870,359,3072,0.13,12,O,19,38.2,44,35,843,292,0,0,5
871,359,3070,0,12,O,2,38.2,44,35,843,293,0,0,5
872,359,3071,0.37,12,O,4,38.2,44,35,843,294,0,0,5
873,359,3071,0.12,12,O,3,40.02,44,35,843,295,0,0,5
874,359,3073,0.5,12,O,2,40.02,44,35,843,296,0,0,5
875,359,3072,0.13,12,O,10,40.02,44,35,843,297,0,0,5
876,359,3070,0.12,12,O,0,40.02,44,35,843,298,0,0,5
877,359,3073,0.13,12,O,0,40.02,44,35,843,299,0,0,5
878,359,3072,0.06,12,O,0,40.02,44,35,843,300,0,0,5
879,359,3070,0.19,12,O,0,40.02,44,40,843,301,0,0,5
880,359,3071,0,12,O,0,55.68,44,40,843,302,0,0,5
881,359,3071,0.38,12,O,0,55.68,44,40,843,303,0,0,5
882,359,3070,0.13,12,O,0,55.68,44,40,843,304,0,0,5
883,359,3070,0.12,12,O,0,55.68,44,40,843,305,0,0,5
884,359,3073,51.06,12,O,0,55.68,44,40,843,306,0,0,5
885,359,3073,70.66,12,O,0,55.68,44,40,843,307,0,0,5
886,359,3072,83.93,12,O,0,55.68,44,40,843,308,0,0,5
887,359,3070,90.84,12,O,0,55.68,44,40,843,309,0,0,5
888,359,3071,90.21,12,O,0,55.68,44,40,843,310,0,0,5
889,359,3073,89.1,12,O,0,55.68,44,40,843,311,0,0,5
890,359,3073,89.62,12,O,0,55.68,44,40,843,312,0,0,5
891,359,3073,89.56,12,O,0,55.68,44,40,843,313,0,0,5
892,359,3073,88.45,12,O,0,55.68,44,40,843,314,0,0,5
893,359,3072,90.31,12,O,0,55.68,44,40,846,315,0,0,5
894,359,3071,79.38,12,O,0,55.68,44,40,843,316,0,0,5
895,359,3072,84.87,12,O,0,55.68,44,40,843,317,0,0,5
896,359,3070,86,12,O,0,48.87,44,40,843,318,0,0,5
897,359,3072,88.86,12,O,0,48.87,44,40,843,319,0,0,5
898,359,3071,86.32,12,O,0,48.87,44,40,843,320,0,0,5
899,359,3073,2.32,12,O,0,45.12,44,40,843,321,0,0,5
900,359,3073,0.69,12,O,0,65.78,44,40,843,322,0,0,5
901,359,3073,0.56,12,O,0,65.78,44,40,843,323,0,0,5
902,359,3072,0.63,12,O,0,65.78,44,40,843,324,0,0,5
903,359,3071,0.69,12,O,0,65.78,44,40,843,325,0,0,5
904,359,3072,0.31,12,O,0,65.78,44,40,843,326,0,0,5
905,359,3076,0.19,12,O,0,65.78,44,40,843,327,0,0,5
906,359,3075,0.31,12,O,0,65.78,45,40,843,252,0,0,5
907,359,3073,0.38,12,O,0,65.78,44,40,843,253,0,0,5
908,359,3075,0.06,12,O,0,65.78,44,40,843,254,0,0,5
909,359,3073,0.19,12,O,0,65.78,44,40,843,255,0,0,5
910,359,3075,0.75,12,O,0,65.78,44,40,843,256,0,0,5
911,359,3074,0.19,12,O,0,65.78,44,40,843,257,0,0,5
912,359,3076,0.19,11,O,0,65.78,44,40,839,258,0,0,5
913,359,3075,0.19,10,O,0,65.78,44,40,839,259,0,0,5
914,359,3074,0.38,10,O,0,65.78,44,40,839,260,0,0,5
915,359,3075,0.37,10,O,0,65.78,44,40,839,261,0,0,5
916,359,3073,0.8,5,O,0,65.78,44,40,834,262,0,0,5
917,359,3076,0.44,20,O,0,65.78,44,40,838,263,0,0,5
918,359,3074,0.13,20,O,0,65.78,44,40,848,264,0,0,5
919,359,3074,0.06,20,O,0,65.78,44,40,848,265,0,0,5
920,359,3075,88.59,20,O,0,65.78,44,40,848,266,0,0,5
921,359,3074,88.04,20,O,0,65.78,44,40,848,267,0,0,5
922,359,3075,89.46,20,O,0,65.78,44,40,848,268,0,0,5
923,359,3073,77.04,20,O,0,35.5,44,40,848,269,0,0,5
924,359,3075,83.93,20,O,0,36.2,44,40,848,270,0,0,5
925,359,3073,89.94,20,O,0,36.6,44,40,848,271,0,0,5
926,359,3076,82.18,20,O,0,36.1,44,40,848,272,0,0,5
927,359,3076,82.46,20,O,0,38,44,40,848,273,0,0,5
928,359,3075,85.2,20,O,0,35.4,44,40,848,274,0,0,5
929,359,3074,65.79,20,O,0,36.2,44,40,851,275,0,0,0
930,359,3076,68.04,20,O,0,38.2,44,40,851,276,0,0,0
931,359,3076,86.71,20,O,0,38.2,44,40,848,277,0,0,0
932,359,3076,78.13,20,O,0,38.2,44,40,848,278,0,0,0
933,359,3071,74.8,20,O,0,38.2,44,40,848,279,0,0,0
934,359,3070,70.29,20,O,0,38.2,44,40,848,280,0,0,0
935,359,3073,77.2,20,O,0,38.2,44,40,848,281,0,0,0
936,359,3072,81.96,20,O,0,38.2,44,40,848,282,0,0,0
937,359,3074,84.47,20,O,0,38.2,44,40,848,283,0,0,0
938,359,3072,90.86,20,O,0,38.2,44,40,848,284,0,0,0
939,359,3074,90.48,20,O,0,42.56,44,40,848,285,0,0,0
940,359,3072,81.79,20,O,0,42.56,44,40,848,286,0,0,0
941,359,3070,70.48,20,O,0,42.56,44,40,848,287,0,0,0
942,359,3073,89.74,20,O,0,42.48,44,40,848,288,0,0,0
943,359,3072,89.06,20,O,0,42.48,44,40,848,289,0,0,0
944,359,3071,89.47,20,O,0,42.48,44,40,848,290,0,0,0
945,359,3073,89.63,20,O,0,42.48,44,40,848,291,0,0,0
946,359,3073,75.91,20,O,0,42.48,44,40,848,292,0,0,0
947,359,3074,90.38,20,O,0,42.48,44,40,848,293,0,0,0
948,359,3072,90.18,20,O,0,42.48,45,40,848,294,0,0,0
949,359,3076,83.99,20,O,0,42.48,44,40,848,295,0,0,0
950,359,3073,87.02,20,O,0,42.48,44,40,848,296,0,0,0
951,359,3073,89.67,20,O,0,41.96,44,40,848,297,0,0,0
952,359,3072,88.62,20,O,0,41.87,44,40,848,298,0,0,0
953,359,3071,88.39,20,O,0,35.39,44,40,848,299,0,0,0
954,359,3071,88.79,20,O,1,35.39,44,40,848,300,0,0,0
955,359,3071,80.14,20,O,2,35.39,44,40,848,301,0,0,0
956,359,3073,73.65,20,O,5,35.39,44,40,848,302,0,0,0
957,359,3073,77.64,20,O,7,35.39,44,40,848,303,0,0,0
958,359,3072,66.98,20,O,4,35.39,44,40,848,304,0,0,0
959,359,3070,82.44,20,O,3,30.9,44,40,848,305,0,0,0
960,359,3070,90.89,20,O,2,59.1,44,40,848,306,0,0,0
961,359,3073,90.9,20,O,10,59,44,40,848,307,0,0,0
962,359,3073,91.16,20,O,6,60.87,44,40,848,308,0,0,0
963,359,3073,90.74,20,O,9,60.87,44,40,848,309,0,0,0
964,359,3072,84.87,20,O,8,60.87,44,40,848,310,0,0,0
965,359,3073,89.93,20,O,7,60.87,44,40,848,263,0,0,0
966,359,3071,91.39,20,O,12,60.87,44,40,848,263,0,0,0
967,359,3070,90.6,20,O,3,60.87,44,40,848,263,0,0,0
968,359,3073,90.27,20,O,5,60.87,44,40,848,263,0,0,0
969,359,3073,90.9,20,O,19,58.46,44,40,848,263,0,0,0
970,359,3070,90.54,20,O,2,58.46,46,40,848,263,0,0,0
971,359,3073,89.96,20,O,4,58.46,44,40,848,263,0,0,0
972,359,3073,79.16,20,O,3,38.2,44,40,848,263,0,0,0
973,359,3072,90.51,20,O,2,38.2,44,40,848,263,0,0,0
974,359,3070,85.68,20,O,10,50,44,40,848,263,0,0,0
975,359,3072,90.22,20,O,2,35.5,44,40,848,263,0,0,0
976,359,3070,89.55,20,O,3,36.2,44,40,848,263,0,0,0
977,359,3073,90.71,20,O,2,36.6,44,40,848,263,0,0,0
978,359,3073,89.67,20,O,5,36.1,44,40,848,263,0,0,0
979,359,3073,87.35,20,O,4,38,44,40,848,263,0,0,0
980,359,3073,90.84,20,O,7,35.4,44,40,848,263,0,0,0
981,359,3073,90.63,20,O,1,36.2,44,40,848,263,0,0,0
982,359,3073,91.17,20,O,0,38.2,44,40,848,263,0,0,0
983,359,3072,89.71,20,O,2,38.2,44,40,848,263,0,0,0
984,359,3070,81.78,20,O,1,38.2,44,40,851,264,0,0,0
985,359,3073,90.67,20,O,3,38.2,44,40,851,265,0,0,0
986,359,3073,90.1,20,O,4,38.2,44,40,848,266,0,0,0
987,359,3071,81.07,20,O,6,40.02,44,40,848,267,0,0,0
988,359,3073,90.49,20,O,5,40.02,44,40,848,268,0,0,0
989,359,3070,85.16,20,O,4,40.02,44,40,848,269,0,0,0
990,359,3073,89.98,20,O,7,40.02,44,40,848,270,0,0,0
991,359,3073,89.84,20,O,1,40.02,44,40,848,271,0,0,0
992,359,3073,89.63,20,O,0,40.02,44,40,848,272,0,0,0
993,359,3071,88.71,20,O,2,40.02,44,40,848,273,0,0,0
994,359,3071,88.84,20,O,1,55.68,44,40,848,274,0,0,0
995,359,3072,88.88,20,O,3,55.68,44,40,848,275,0,0,0
996,357,3070,88.54,20,O,4,55.68,44,40,848,276,0,0,0
997,357,3073,88.95,20,O,6,55.68,44,40,848,277,0,0,0
998,357,3073,91.29,20,O,2,55.68,44,40,848,278,0,0,0
999,496,3073,89.93,20,O,1,55.68,44,40,848,279,0,0,0
1000,365,3073,87.48,20,O,3,55.68,44,40,848,280,0,0,0
1001,365,3073,88.44,20,O,4,55.68,44,40,848,281,0,0,0
1002,365,3073,86.2,20,O,7,55.68,44,40,848,282,0,0,0
1003,365,3073,82.51,20,O,8,55.68,44,40,848,283,0,0,0
1004,365,3073,88.85,20,O,10,55.68,44,40,848,284,0,0,0
1005,365,3073,87.81,20,O,1,55.68,44,40,848,285,0,0,0
1006,365,3072,89.53,20,O,3,55.68,44,40,848,286,0,0,0
1007,365,3072,86.77,20,O,2,55.68,44,40,848,287,0,0,0
1008,365,3071,89.13,20,O,1,55.68,44,40,848,288,0,0,0
1009,365,3071,88.81,20,O,1,55.68,44,40,848,289,0,0,0
1010,365,3071,88.7,20,O,2,48.87,44,40,848,290,0,0,0
1011,365,3104,89.16,20,O,3,48.87,44,40,848,291,0,0,0
1012,365,3101,84.79,20,O,5,48.87,44,40,848,292,0,0,0
1013,365,3103,89.15,20,O,4,45.12,44,40,848,293,0,0,0
1014,365,3071,90.28,20,O,6,65.78,44,40,848,294,0,0,0
1015,365,3073,88.81,20,O,1,65.78,44,40,848,295,0,0,0
1016,365,3104,89.45,20,O,2,65.78,44,40,848,296,0,0,0
1017,365,3103,89.41,20,O,15,65.78,44,40,848,297,0,0,0
1018,365,3102,89.78,20,O,2,65.78,44,40,848,298,0,0,0
1019,365,3101,89.23,20,O,3,65.78,44,40,848,299,0,0,0
1020,365,3103,88.49,20,O,2,65.78,44,40,848,300,0,0,0
1021,365,3103,88.83,20,O,1,65.78,44,40,848,301,0,0,0
1022,365,3103,83.57,20,O,3,65.78,47,40,848,302,0,0,0
1023,365,3103,78.72,20,O,5,65.78,44,40,848,303,0,0,0
1024,365,3081,87.85,20,O,4,65.78,44,40,848,304,0,0,0
1025,365,3080,89.37,20,O,6,65.78,44,40,848,305,0,0,0
1026,365,3080,87.79,20,O,9,65.78,44,40,848,306,0,0,0
1027,366,3081,90.19,20,O,8,65.78,44,40,848,307,0,0,0
1028,366,3080,89.49,20,O,7,65.78,44,40,848,308,0,0,0
1029,366,3082,90.59,20,O,12,65.78,44,40,848,309,0,0,0
1030,366,3132,90.11,20,O,3,65.78,44,40,848,310,0,0,0
1031,366,3133,89.77,20,O,5,65.78,44,40,848,311,0,0,0
1032,366,3132,83.21,20,O,19,65.78,44,40,848,312,0,0,0
1033,366,3133,89.81,20,O,2,65.78,44,40,848,313,0,0,0
1034,366,3131,88.69,20,O,4,65.78,44,40,848,314,0,0,0
1035,366,3103,89.36,20,O,3,65.78,44,40,848,315,0,0,0
1036,366,3102,88.85,20,O,2,65.78,44,40,848,316,0,0,0
1037,366,3104,87.4,20,O,10,35.5,44,40,848,317,0,0,0
1038,366,3102,88.62,20,O,6,36.2,44,40,848,318,0,0,0
1039,366,3102,89.66,20,O,9,36.6,44,40,848,319,0,0,0
1040,366,3102,89.5,20,O,8,36.1,44,40,848,320,0,0,0
1041,366,3102,89.66,20,O,7,38,44,40,848,321,0,0,0
1042,361,3137,84.58,20,O,12,35.4,44,40,848,322,0,0,0
1043,360,3137,88.38,20,O,3,36.2,44,40,848,323,0,0,0
1044,360,3102,86.16,20,O,5,38.2,44,40,848,324,0,0,0
1045,359,3104,88.15,20,O,4,38.2,44,40,848,325,0,0,0
1046,359,3103,89.56,20,O,6,38.2,44,40,848,326,0,0,0
1047,359,3102,81.04,20,O,9,38.2,44,40,848,327,0,0,0
1048,358,3104,89.96,20,O,8,38.2,44,40,848,252,0,0,0
1049,358,3104,87.8,20,O,7,38.2,44,40,848,253,0,0,0
1050,357,3104,85.82,20,O,12,38.2,44,40,848,254,0,0,0
1051,357,3135,89.6,20,O,3,38.2,44,40,848,255,0,0,0
1052,357,3131,82.31,20,O,5,38.2,44,40,848,256,0,0,0
1053,357,3134,89.67,20,O,19,42.56,44,40,848,257,0,0,0
1054,357,3134,89.48,20,O,2,42.56,44,57,848,258,0,0,0
1055,357,3131,90.42,20,O,4,42.56,44,57,848,259,0,0,0
1056,357,3130,81.72,20,O,3,42.48,44,57,848,260,0,0,0
1057,357,3130,85.02,20,O,4,42.48,44,57,848,261,0,0,0
1058,357,3130,72.97,20,O,3,42.48,44,57,848,262,0,0,0
1059,357,3101,88.65,20,O,2,42.48,44,57,848,263,0,0,0
1060,357,3100,81.79,20,O,10,42.48,44,57,848,202,0,0,0
1061,357,3101,86.32,20,O,6,42.48,44,57,848,203,0,0,0
1062,357,3100,83.78,20,O,9,42.48,44,57,848,204,0,0,0
1063,357,3101,64.67,20,O,8,42.48,44,57,848,205,0,0,0
1064,357,3104,88.85,20,O,7,42.48,44,57,848,206,0,0,0
1065,357,3100,90.4,20,O,12,41.96,44,57,848,207,0,0,0
1066,357,3135,86.73,20,O,3,41.87,44,57,848,208,0,0,0
1067,357,3129,88.8,20,O,5,35.39,44,57,848,209,0,0,0
1068,357,3132,89.27,20,O,19,35.39,44,57,848,210,0,0,0
1069,357,3131,82.97,20,O,2,35.39,44,57,848,211,0,0,0
1070,379,3130,80.67,20,O,4,35.39,44,57,848,212,0,0,0
1071,379,3101,85.18,20,O,3,35.39,44,57,848,213,0,0,0
1072,379,3103,86.3,20,O,2,35.39,44,57,848,214,0,0,0
1073,379,3101,87.14,20,O,10,30.9,44,57,848,215,0,0,0
1074,379,3099,87.17,20,O,2,59.1,44,57,848,216,0,0,0
1075,379,3102,80.24,20,O,3,59,44,57,848,217,0,0,0
1076,379,3100,83.75,20,O,2,60.87,47,57,848,218,0,0,0
1077,379,3099,88.38,20,O,5,60.87,44,57,848,219,0,0,0
1078,377,3100,87.23,20,O,4,60.87,44,57,848,220,0,0,0
1079,377,3099,86.28,20,O,7,60.87,44,57,848,221,0,0,0
1080,377,3101,76.02,20,O,1,60.87,44,57,848,222,0,0,0
1081,378,3100,84.93,20,O,0,60.87,44,57,848,223,0,0,0
1082,378,3100,88.51,20,O,2,60.87,44,57,848,224,0,0,0
1083,378,3099,86.1,20,O,1,58.46,44,57,848,225,0,0,0
1084,378,3103,88.48,20,O,3,58.46,44,57,848,226,0,0,0
1085,378,3093,82.8,20,O,4,58.46,44,57,848,227,0,0,0
1086,378,3093,81.1,20,O,6,58.46,44,57,848,228,0,0,0
1087,378,3092,87.8,20,O,5,58.46,44,57,848,229,0,0,0
1088,378,3095,88.76,20,O,4,58.46,44,57,848,230,0,0,0
1089,378,3092,80.56,20,O,7,58.46,44,57,848,231,0,0,0
1090,356,3095,83.96,20,O,1,58.46,44,57,848,232,0,0,0
1091,357,3094,86.25,20,O,0,58.46,44,57,848,233,0,0,0
1092,357,3092,87.91,20,O,2,59.54,44,57,848,234,0,0,0
1093,357,3095,84.98,20,O,1,43.53,44,57,848,235,0,0,0
1094,357,3093,75.69,20,O,3,43.53,44,57,848,236,0,0,0
1095,357,3093,87.7,20,O,4,43.53,44,57,848,237,0,0,0
1096,357,3128,87.21,20,O,6,76.85,44,57,851,238,0,0,0
1097,357,3124,87.63,20,O,2,76.85,44,57,851,239,0,0,0
1098,415,3123,89.46,20,O,1,76.85,44,57,848,240,0,0,0
1099,415,3126,89.17,20,O,3,76.85,44,57,848,241,0,0,0
1100,413,3123,89.19,20,O,4,56.36,44,57,848,242,0,0,0
1101,413,3093,88.06,20,O,7,56.36,44,57,848,243,0,0,0
1102,413,3094,89.48,20,O,8,56.36,44,57,848,244,0,0,0
1103,413,3093,88.2,20,O,10,56.36,44,57,848,245,0,0,0
1104,413,3094,77.55,20,O,1,56.36,44,57,848,246,0,0,0
1105,413,3092,89.25,20,O,3,56.36,44,57,848,247,0,0,0
1106,413,3093,89.29,20,O,2,76,44,57,848,248,0,0,0
1107,413,3093,89.65,20,O,1,76,44,57,848,249,0,0,0
1108,413,3094,89.66,20,O,1,76,44,57,848,250,0,0,0
1109,413,3093,87.72,20,O,2,45.16,44,57,848,251,0,0,0
1110,413,3096,89.45,20,O,3,45.16,44,57,848,252,0,0,0
1111,413,3095,88.81,20,O,5,45.16,44,57,848,253,0,0,0
1112,413,3095,88.27,20,O,4,45.16,44,57,848,254,0,0,0
1113,413,3095,89.35,20,O,6,47,44,57,848,255,0,0,0
1114,413,3093,89.75,20,O,1,47.56,44,57,848,256,0,0,0
1115,413,3093,89.42,20,O,2,75.58,44,57,848,257,0,0,0
1116,413,3098,89.73,20,O,15,35.5,44,57,848,258,0,0,0
1117,413,3094,89.47,20,O,2,36.2,44,57,848,259,0,0,0
1118,413,3095,89.36,20,O,3,36.6,44,57,848,260,0,0,0
1119,413,3094,79.54,20,O,2,36.1,44,57,848,261,0,0,0
1120,413,3093,87.57,20,O,1,38,44,57,848,262,0,0,0
1121,411,3091,89.38,20,O,3,35.4,44,57,848,263,0,0,0
1122,412,3089,78.12,20,O,5,36.2,44,57,848,264,0,0,0
1123,412,3092,89.17,20,O,4,38.2,44,57,848,265,0,0,0
1124,412,3092,88.62,20,O,6,38.2,44,57,848,266,0,0,0
1125,466,3091,79.24,20,O,9,38.2,44,57,848,267,0,0,0
1126,465,3090,89.61,20,O,8,38.2,44,57,848,268,0,0,0
1127,465,3091,89.25,20,O,7,38.2,44,57,848,269,0,0,0
1128,464,3089,90.07,20,O,12,38.2,44,57,848,270,0,0,0
1129,464,3092,89.57,20,O,3,38.2,44,57,848,271,0,0,0
1130,463,3091,89.76,20,O,5,38.2,44,57,848,272,0,0,0
1131,463,3090,90.13,20,O,19,38.2,44,57,848,273,0,0,0
1132,462,3091,89.27,20,O,2,38.2,44,57,848,274,0,0,0
1133,462,3089,88.6,20,O,4,38.2,44,57,848,275,0,0,0
1134,462,3091,89.31,20,O,3,38.2,44,57,848,276,0,0,0
1135,461,3089,88.2,20,O,2,38.2,44,57,848,277,0,0,0
1136,461,3092,89.31,20,O,10,38.2,44,57,848,278,0,0,0
1137,461,3089,89.2,20,O,6,38.2,44,57,848,279,0,0,0
1138,461,3092,87.75,20,O,9,38.2,44,57,848,280,0,0,0
1139,461,3092,88.98,20,O,8,38.2,44,57,848,281,0,0,0
1140,461,3089,74.78,20,O,7,38.2,44,57,848,282,0,0,0
1141,461,3091,88,20,O,12,38.2,44,57,848,283,0,0,0
1142,461,3090,90.21,20,O,3,38.2,44,57,848,284,0,0,0
1143,461,3091,88.6,20,O,5,38.2,44,57,848,285,0,0,0
1144,461,3090,88.6,20,O,4,38.2,44,57,848,286,0,0,0
1145,461,3091,86.79,20,O,6,38.2,44,57,850,287,0,0,0
1146,461,3089,89.19,20,O,9,38.2,44,57,850,288,0,0,0
1147,461,3092,89.29,20,O,8,38.2,44,57,850,289,0,0,0
1148,461,3092,89.98,20,O,7,38.2,44,57,850,290,0,0,0
1149,461,3092,88.74,20,O,12,38.2,44,57,850,291,0,0,0
1150,461,3092,86.86,20,O,3,38.2,44,57,848,292,0,0,0
1151,461,3091,88.64,20,O,5,38.2,44,57,848,293,0,0,0
1152,461,3095,89.23,20,O,19,38.2,44,57,848,294,0,0,0
1153,461,3089,89.5,20,O,2,38.2,44,57,848,295,0,0,0
1154,461,3092,88.88,20,O,4,38.2,44,57,848,296,0,0,0
1155,461,3092,84.29,20,O,3,38.2,44,57,848,297,0,0,0
1156,461,3089,78.26,20,O,0,38.2,44,57,848,298,0,0,0
1157,461,3092,89.84,20,O,0,0,44,57,848,299,0,0,0
1158,461,3092,89.52,20,O,0,35.5,44,57,848,300,0,0,0
1159,461,3091,88.75,20,O,0,36.2,44,57,848,301,0,0,0
1160,461,3091,83.2,20,O,0,36.6,44,57,848,302,0,0,0
1161,461,3093,89.63,20,O,0,36.1,44,57,848,303,0,0,0
1162,461,3091,90.39,20,O,0,38,44,57,848,304,0,0,0
1163,461,3090,66.19,20,O,0,35.4,44,57,848,305,0,0,0
1164,461,3091,0.06,20,O,0,36.2,44,57,848,306,0,0,0
1165,461,3089,0,20,O,0,38.2,44,57,848,307,0,0,0
1166,461,3092,0.06,20,O,0,38.2,44,57,848,187,0,0,0
1167,461,3094,0.19,20,O,0,38.2,44,57,848,188,0,0,0
1168,461,3089,0.75,20,O,0,38.2,44,57,848,189,0,0,0
1169,460,3092,0.38,20,O,0,38.2,44,57,848,190,0,0,0
1170,460,3092,0.56,20,O,0,40.02,44,57,848,191,0,0,0
1171,460,3089,0.5,20,O,0,40.02,44,57,848,192,0,0,0
1172,459,3092,0.56,20,O,0,40.02,44,57,848,193,0,0,0
1173,459,3092,0.25,20,O,0,40.02,44,57,848,194,0,0,0
1174,458,3089,0.13,20,O,0,40.02,44,57,848,195,0,0,0
1175,457,3092,0.06,20,O,0,40.02,44,57,848,196,0,0,0
1176,453,3089,0.13,20,O,0,40.02,44,57,848,197,0,0,0
1177,453,3083,0,20,O,0,55.68,44,57,848,198,0,0,0
1178,452,3083,0.06,20,O,0,55.68,44,57,848,199,0,0,0
1179,451,3080,0.06,20,O,0,55.68,44,57,848,200,0,0,0
1180,434,3083,0.19,20,O,0,55.68,44,57,848,201,0,0,0
1181,432,3083,0.31,20,O,0,55.68,44,57,848,202,0,0,0
1182,431,3080,0.19,20,O,0,55.68,47,57,848,203,0,0,0
1183,431,3083,0.06,20,O,0,55.68,44,57,848,204,0,0,0
1184,430,3083,0.12,20,O,0,55.68,44,57,848,205,0,0,0
1185,413,3084,0.06,20,O,0,55.68,44,57,848,206,0,0,0
1186,412,3083,0.19,20,O,0,55.68,44,57,848,207,0,0,0
1187,411,3083,0.25,20,O,0,55.68,44,57,848,208,0,0,0
1188,496,3083,0,20,O,0,55.68,44,57,848,209,0,0,0
1189,496,3080,0,20,O,0,55.68,44,57,848,210,0,0,0
1190,496,3083,0.06,20,O,0,55.68,44,57,848,211,0,0,0
