FD,Concurrency,time,Apache_Child_Process,no. of processes,iowait,staytime,authenticated,transactions,deleted,failure,no. of connections,halfopen,Errors,memory
1472,20,851,6,332,0,9,0,0,44,0,878,125,O,21
1477,20,852,6,332,0,9,0,0,44,0,878,125,O,21
1474,20,853,6,332,0.06,9,0,0,44,0,878,125,O,21
1472,20,854,6,332,0,9,0,0,44,0,878,125,O,21
1476,20,855,6,332,0,9,0,0,44,0,878,125,O,21
1473,20,856,6,332,0.19,9,0,0,44,0,878,125,O,21
1472,20,857,6,332,0,9,0,0,44,0,878,125,O,21
1476,20,858,6,332,0,9,0,0,44,0,878,125,O,21
1474,20,859,6,332,0,9,0,0,44,0,878,125,O,21
1472,20,860,6,332,0,9,0,0,44,0,878,125,O,21
1475,20,861,6,332,0,9,0,0,44,0,878,125,O,21
1473,20,862,6,332,0,9,0,0,44,0,878,125,O,21
1474,20,863,6,332,0,9,0,0,44,0,878,125,O,21
1474,20,864,6,332,0.06,9,0,0,44,0,878,125,O,21
1474,20,865,6,332,0,9,0,0,44,0,878,125,O,21
1471,20,866,6,332,0.13,9,0,0,44,0,878,125,O,21
1477,20,867,6,332,0,9,0,0,44,0,878,125,O,21
1473,20,868,6,332,0,9,0,0,44,0,878,125,O,21
1472,20,869,6,332,0,9,0,0,44,0,878,125,O,21
1477,20,870,6,332,0,9,0,0,44,0,878,125,O,21
1474,20,871,6,332,0,9,0,0,44,0,878,125,O,21
1472,20,872,6,332,0,9,0,0,44,0,878,125,O,21
1474,20,873,6,332,0,9,0,0,44,0,878,125,O,21
1474,20,874,6,332,0,9,0,0,44,0,878,125,O,21
1471,20,875,6,332,0.44,9,0,0,44,0,878,125,O,21
1474,20,876,6,332,0.06,9,0,0,44,0,878,125,O,21
1473,20,877,6,332,0,9,0,0,44,0,878,125,O,21
1472,20,878,6,332,0,9,0,0,44,0,878,125,O,21
1475,20,879,6,332,0,9,0,0,44,0,878,125,O,21
1474,20,880,6,332,0,9,0,0,44,0,878,125,O,21
1474,20,881,6,332,0.12,9,0,0,44,10,878,125,O,21
1474,20,882,6,332,0,9,0,0,44,10,878,125,O,21
1474,20,883,6,332,0,9,0,0,44,10,878,125,O,21
1474,20,884,6,332,0,9,0,0,44,10,878,125,O,21
1472,20,885,6,332,0,9,0,0,44,10,878,125,O,21
1474,20,886,6,332,0.06,9,0,0,44,10,878,125,O,21
1474,20,887,6,332,0,9,0,0,44,10,878,125,O,21
1472,20,888,6,332,0,9,0,0,44,10,878,125,O,21
1474,20,889,6,332,0,9,0,0,44,10,878,125,O,21
1474,20,890,6,332,0.06,9,0,0,44,10,878,125,O,21
1472,20,891,6,332,0,9,0,0,44,10,878,125,O,21
1474,20,892,6,332,0,9,0,0,44,10,878,125,O,21
1477,20,893,6,332,0,9,0,0,44,10,878,125,O,21
1472,20,894,6,332,0,9,0,0,44,10,878,125,O,21
1474,20,895,6,332,0.87,9,0,0,44,10,878,125,O,21
1473,20,896,6,332,1.36,9,0,0,44,10,878,125,O,21
1473,20,897,6,332,2.19,9,0,0,44,10,878,125,O,21
1474,20,898,6,332,1.5,9,0,0,44,10,878,125,O,21
1474,20,899,6,332,2.04,9,0,0,44,10,878,125,O,21
1474,20,900,6,332,6.64,9,0,0,44,10,878,125,O,21
1474,20,901,6,332,2.44,9,0,0,44,10,878,125,O,21
1473,20,902,6,332,0.38,9,0,0,44,10,878,125,O,21
1474,20,903,6,332,2.88,9,0,0,44,10,878,125,O,21
1451,20,904,6,332,0.44,9,0,0,45,10,878,125,O,21
1451,20,905,6,333,0.25,9,0,0,44,10,878,125,O,21
1453,20,906,6,333,0,9,0,0,44,10,878,125,O,21
1451,20,907,6,333,0,9,0,0,44,10,878,125,O,21
1411,20,908,6,333,0,9,0,0,44,10,878,125,O,21
1430,20,909,6,333,0,9,0,0,44,10,878,125,O,21
1429,20,910,6,333,0.56,9,0,0,44,10,878,125,O,21
1438,20,911,6,333,1.88,9,0,0,44,10,878,125,O,21
1437,20,912,6,333,0.82,9,0,0,44,10,878,125,O,21
1437,20,913,6,333,0,9,0,0,44,10,878,125,O,21
1437,20,914,6,333,0.19,9,0,0,44,10,878,125,O,21
1437,20,915,6,333,0,9,0,0,44,10,878,125,O,21
1438,20,916,6,333,0,9,0,0,44,10,878,125,O,21
1448,20,917,6,333,0,9,0,0,44,10,878,125,O,21
1443,20,918,6,333,0,9,0,0,44,10,878,125,O,21
1444,20,919,6,333,0,9,0,0,44,10,878,125,O,21
1448,20,920,6,333,0,9,0,0,44,10,878,125,O,21
1448,20,921,6,333,0.19,9,0,0,44,10,878,125,O,21
1448,20,922,6,333,0.62,9,0,0,44,10,878,125,O,21
1444,20,923,6,333,0.56,9,0,0,44,10,878,125,O,21
1446,20,924,6,333,1.67,9,0,0,44,10,878,125,O,21
1446,20,925,6,333,1.67,9,0,0,44,10,878,125,O,21
1442,20,926,6,333,1.49,9,0,0,44,10,878,125,O,21
1450,20,927,6,333,1.92,9,0,0,44,10,878,125,O,21
1450,20,928,6,333,2.29,9,0,0,44,10,878,125,O,21
1450,20,929,6,333,1.8,9,0,0,44,10,878,125,O,21
1452,20,930,6,333,2.94,9,0,0,44,10,878,125,O,21
1452,20,931,6,333,2.93,9,0,0,44,10,878,125,O,21
1451,20,932,6,333,1.24,9,0,0,44,10,878,125,O,21
1454,20,933,6,332,2.74,9,0,0,44,10,878,125,O,21
1452,20,934,6,332,2.36,9,0,0,44,10,878,125,O,21
1453,20,935,6,332,2.41,9,0,0,44,10,878,125,O,21
1454,20,936,6,332,2.05,9,0,0,44,10,878,125,O,21
1453,20,937,6,332,1.19,9,0,0,44,10,878,125,O,21
1455,20,938,6,332,1.12,9,0,0,44,10,878,125,O,21
1476,20,939,6,332,0.68,9,0,0,44,10,878,125,O,21
1473,20,940,6,332,0.49,9,0,0,44,10,878,125,O,21
1474,20,941,6,332,0.87,9,0,0,44,10,878,125,O,21
1476,50,942,6,332,2.44,9,0,0,44,10,878,125,O,21
1477,50,943,6,332,1.38,9,0,0,44,10,878,125,O,21
1478,50,944,6,332,2.55,9,0,0,44,10,878,125,O,21
1479,50,945,6,332,2.06,9,0,0,44,10,878,125,O,21
1480,50,946,6,332,1.81,9,0,0,45,10,878,125,O,21
1481,50,947,6,332,2.23,9,0,0,44,10,878,125,O,21
1482,50,948,6,332,0.88,9,0,0,44,10,878,125,O,21
1483,50,949,6,332,0.88,9,0,0,44,10,878,125,O,21
1484,50,950,6,332,0.75,9,0,0,44,10,878,125,O,21
1485,50,951,6,332,0.69,9,0,0,44,10,878,125,O,21
1486,50,952,6,332,0.44,9,0,0,44,10,878,125,O,21
1487,50,953,6,332,0.37,9,0,0,44,10,878,125,O,21
1488,50,954,6,332,0.43,9,0,0,44,10,878,125,O,21
1489,50,955,6,332,0.12,9,0,0,44,10,878,125,O,21
1490,50,956,6,332,1.56,9,0,0,44,10,878,125,O,21
1491,50,957,6,332,2.54,9,0,0,44,10,878,125,O,21
1492,50,958,6,332,1.3,9,0,0,44,10,878,125,O,21
1493,50,959,6,332,2.74,9,0,0,44,10,878,125,O,21
1494,50,960,6,332,1.05,9,0,0,44,10,878,125,O,21
1495,50,961,6,332,0.43,9,0,0,44,10,878,125,O,21
1496,50,962,6,332,0.44,9,0,0,44,10,878,125,O,21
1497,50,963,6,332,0.56,9,0,0,44,10,878,125,O,21
1498,50,964,6,332,0.31,9,0,0,44,10,878,125,O,21
1499,50,965,6,332,0.49,9,0,0,44,10,878,125,O,21
1500,50,966,6,332,0.62,9,0,0,44,10,878,125,O,21
1500,50,967,6,332,0.62,9,0,0,44,10,878,125,O,21
1501,50,968,6,332,0.06,9,0,0,46,10,878,125,O,21
1502,50,969,6,332,0.19,9,0,0,44,10,878,125,O,21
1503,50,970,6,332,0,9,0,0,44,10,878,125,O,21
1504,50,971,6,332,0.12,9,0,0,44,10,878,125,O,21
1505,50,972,6,332,0.56,9,0,0,44,10,878,125,O,21
1506,50,973,6,332,1.06,9,0,0,44,10,878,125,O,21
1507,50,974,6,332,0.74,9,0,0,44,10,878,125,O,21
1508,50,975,5,332,1.06,9,0,0,44,10,878,125,O,21
1509,50,976,5,332,0.62,9,0,0,44,10,878,125,O,21
1510,50,977,5,332,0.81,9,0,0,44,10,878,125,O,21
1511,50,978,5,332,0.5,9,0,0,44,10,878,125,O,21
1512,50,979,5,332,0.56,9,0,0,44,10,878,125,O,21
1513,50,980,5,332,1.67,9,0,0,44,10,878,125,O,21
1514,50,981,5,332,0.31,9,0,0,44,10,878,125,O,21
1515,50,982,5,332,0.37,9,0,0,44,10,878,125,O,21
1516,50,983,5,332,0.62,9,0,0,44,10,878,125,O,21
1517,50,984,5,332,0.62,9,0,0,44,10,878,125,O,21
1518,50,985,5,332,1.3,9,0,0,44,10,878,125,O,21
1519,50,986,5,332,0.31,9,0,0,44,10,878,125,O,21
1503,50,987,5,332,0.56,9,0,0,44,10,878,125,O,21
1504,50,988,5,332,0.37,9,0,0,44,10,878,125,O,21
1505,50,989,5,332,0.31,9,0,0,44,10,878,125,O,21
1506,50,990,5,332,0.94,9,0,0,44,10,878,125,O,21
1507,50,991,5,332,0.56,9,0,0,44,10,878,125,O,21
1508,50,992,5,332,0.81,9,0,0,44,10,878,125,O,21
1509,50,993,5,332,0.62,9,0,0,44,10,878,125,O,21
1510,50,994,5,332,0.69,9,0,0,44,10,878,125,O,21
1511,50,995,5,332,1.36,9,0,0,44,10,878,125,O,21
1512,50,996,5,332,0.5,0,0,0,44,10,878,125,O,21
1513,50,997,5,332,1,0,0,0,44,10,878,125,O,21
1503,50,998,5,332,0.62,0,0,0,44,10,878,125,O,21
1503,50,999,5,332,0.62,0,0,0,44,10,878,125,O,21
1500,50,1000,5,332,0.81,0,0,0,44,10,878,125,O,21
1500,50,1001,5,332,1.13,0,0,0,44,10,878,125,O,21
1500,50,1002,5,332,0.44,0,0,0,44,10,878,125,O,21
1503,50,1003,5,332,1.06,0,0,0,44,10,878,125,O,21
1500,50,1004,5,332,1,0,0,0,44,10,878,125,O,21
1502,50,1005,5,332,0.87,0,0,0,44,10,878,125,O,21
1502,50,1006,5,332,0.57,0,0,0,44,10,878,125,O,21
1500,50,1007,5,332,0.56,0,0,0,44,10,878,125,O,21
1497,50,1008,5,332,1,0,0,0,44,10,878,125,O,21
1498,50,1009,5,332,0.75,0,0,0,44,10,878,125,O,21
1499,50,1010,5,332,0.44,0,0,0,44,10,878,125,O,21
1500,50,1011,5,333,0.56,0,0,0,44,10,878,125,O,21
1501,50,1012,5,333,0.56,0,0,0,44,10,878,125,O,21
1502,50,1013,5,333,0.5,0,0,0,44,10,878,125,O,21
1503,50,1014,5,332,0,0,0,0,44,10,878,125,O,21
1504,50,1015,5,332,0,0,0,0,44,10,878,125,O,21
1505,50,1016,5,333,0,0,0,0,44,10,878,125,O,21
1506,50,1017,5,333,0,0,0,0,44,10,878,125,O,21
1507,50,1018,5,333,0.31,0,0,0,44,10,878,125,O,21
1508,50,1019,5,333,0.75,0,0,0,44,10,878,125,O,21
1509,50,1020,5,333,0.5,0,0,0,47,10,878,125,O,21
1510,50,1021,5,333,0.75,0,0,0,44,10,878,125,O,21
1511,50,1022,5,333,0.69,0,0,0,44,10,878,125,O,21
1512,50,1023,5,330,0.69,0,0,0,44,10,878,125,O,21
1513,50,1024,5,330,1.5,0,0,0,44,10,878,125,O,21
1514,50,1025,5,330,0.8,0,0,0,44,10,878,125,O,21
1515,50,1026,5,330,0.62,0,0,0,44,10,878,125,O,21
1516,50,1027,5,330,0.44,0,0,0,44,10,878,125,O,21
1517,50,1028,5,330,0,0,0,0,44,10,878,125,O,21
1518,50,1029,5,330,0,0,0,0,44,10,878,125,O,21
1519,50,1030,,,0,0,0,0,44,10,878,125,O,21
1520,50,1031,,,0,0,0,0,44,10,878,125,O,21
1521,50,1032,,,0,0,0,0,44,10,878,125,O,21
1522,50,1033,,,0.75,0,0,0,44,10,878,125,O,21
1523,50,1034,,,0.44,0,0,0,44,10,878,125,O,21
1524,50,1035,,,0.99,0,0,0,44,10,878,125,O,21
1525,50,1036,,,0.56,0,0,0,44,10,878,125,O,21
1526,50,1037,,,1,0,0,0,44,10,878,125,O,21
1527,50,1038,,,0.68,0,0,0,44,10,878,125,O,21
1528,50,1039,,,1.06,0,0,0,44,10,878,125,O,21
1529,50,1040,,,0.69,0,0,0,44,10,878,125,O,21
1530,50,1041,,,0.5,0,0,0,44,10,878,125,O,21
1531,50,1042,,,0.63,0,0,0,44,10,878,125,O,21
1532,50,1043,,,1.24,0,0,0,44,10,878,125,O,21
1533,50,1044,,,0.56,0,0,0,44,10,878,125,O,21
1534,50,1045,,,0.81,0,0,0,44,10,878,125,O,21
1535,50,1046,,,0.69,0,0,0,44,10,878,125,O,21
1536,50,1047,,,0.69,0,0,0,44,10,878,125,O,21
1537,50,1048,,,0.81,0,0,0,44,10,878,125,O,21
1538,50,1049,,,0.44,0,0,0,44,10,878,125,O,21
1539,50,1050,,,1.19,0,0,0,44,10,878,125,O,21
1540,50,1051,,,1.18,0,0,0,44,10,878,125,O,21
1541,50,1052,,,0.81,0,0,0,44,10,878,125,O,21
1542,50,1053,,,1.18,0,0,0,44,10,878,125,O,21
1543,50,1054,,,0.81,0,0,0,44,10,878,125,O,21
1544,50,1055,,,0.75,0,0,0,44,10,878,125,O,21
1545,50,1056,,,0.44,0,0,0,44,10,878,125,O,21
1546,50,1057,,,1.24,0,0,0,44,10,878,125,O,21
1547,50,1058,,,2.3,0,0,0,44,10,878,125,O,21
1548,50,1059,,,1.62,0,0,0,44,10,878,125,O,21
1549,50,1060,,,0.75,0,0,0,44,10,878,125,O,21
1550,50,1061,,,1.13,0,0,0,44,10,878,125,O,21
1551,50,1062,,,0.99,0,0,0,44,10,878,125,O,21
1552,50,1063,,,1.49,0,0,0,44,10,878,125,O,21
1553,50,1064,,,2.54,0,0,0,44,10,878,125,O,21
1554,50,1065,,,0.56,0,0,0,44,10,878,125,O,21
1555,50,1066,,,0,0,0,0,44,10,878,125,O,21
1556,50,1067,,,0,0,0,0,44,10,878,125,O,21
1557,50,1068,,,0,0,0,0,44,10,878,125,O,21
1558,50,1069,,,0.06,0,0,0,44,10,878,125,O,21
1559,50,1070,,,0.88,0,0,0,44,10,878,125,O,21
1560,50,1071,,,1.05,0,0,0,44,10,878,125,O,21
1561,50,1072,,,1.38,0,0,0,44,10,878,125,O,21
1562,50,1073,,,1.44,0,0,0,44,10,878,125,O,21
1500,50,1074,,,1.06,0,0,0,47,10,878,125,O,21
1503,50,1075,,,1.49,0,0,0,44,10,878,125,O,21
1500,50,1076,,,2.62,0,0,0,44,10,878,125,O,21
1498,50,1077,,,1.25,0,0,0,44,10,878,125,O,21
1500,50,1078,,,0.75,0,0,0,44,10,878,125,O,21
1503,50,1079,,,2.32,0,0,0,44,10,878,125,O,21
1500,50,1080,,,2.76,0,0,0,44,10,878,125,O,21
1500,50,1081,,,2.76,0,0,0,44,10,878,125,O,21
1500,50,1082,,,1.37,0,0,0,44,10,878,125,O,21
1500,50,1083,,,0,0,0,0,44,10,878,125,O,21
1502,50,1084,,,0.06,0,0,0,44,10,878,125,O,21
1500,50,1085,,,0.06,0,0,0,44,10,878,125,O,21
1503,50,1086,,,1,0,0,0,44,10,878,125,O,21
1500,50,1087,,,1.05,0,0,0,44,10,878,125,O,21
1499,50,1088,,,1.75,0,0,0,44,10,878,125,O,21
1498,50,1089,,,2.55,0,0,0,44,10,878,125,O,21
1503,50,1090,,,1.87,0,0,0,44,10,878,125,O,21
1500,50,1091,,,1.3,0,0,0,44,10,878,125,O,21
1499,50,1092,,,1,0,0,0,44,10,878,125,O,21
1500,50,1093,,,1.38,0,0,0,44,10,878,125,O,21
1498,50,1094,,,2.06,0,0,0,44,10,878,125,O,21
1499,50,1095,,,1.88,0,0,0,44,10,878,125,O,21
1500,50,1096,,,0.87,0,0,0,44,10,878,125,O,21
1500,50,1097,,,1.76,0,0,0,44,10,878,125,O,21
1499,50,1098,,,0.56,0,0,0,44,10,878,125,O,21
1500,50,1099,,,0,0,0,0,44,10,878,125,O,21
1502,50,1100,,,0,0,0,0,44,10,878,125,O,21
1499,50,1101,,,0.19,0,0,0,44,10,878,125,O,21
1499,50,1102,,,0.75,0,0,0,44,10,878,125,O,21
1499,50,1103,,,1,0,0,0,44,10,878,125,O,21
1502,50,1104,,,0.44,0,0,0,44,10,878,125,O,21
1503,50,1105,,,1,0,0,0,44,10,878,125,O,21
1500,50,1106,,,0.5,0,0,0,44,10,878,125,O,21
1501,50,1107,,,0.81,0,0,0,44,10,878,125,O,21
1502,50,1108,,,0.81,0,0,0,44,10,878,125,O,21
1503,50,1109,,,0.25,0,0,0,44,10,878,125,O,21
1504,50,1110,,,0.87,0,0,0,44,10,878,125,O,21
1505,50,1111,,,0.62,0,0,0,44,10,878,125,O,21
1506,50,1112,,,0.44,0,0,0,44,10,878,125,O,21
1507,50,1113,,,0.82,0,0,0,44,10,878,125,O,21
1508,50,1114,,,0.56,0,0,0,44,10,878,125,O,21
1509,50,1115,,,0.25,0,0,0,44,10,878,125,O,21
1510,50,1116,,,0,0,0,0,44,10,878,125,O,21
1511,50,1117,,,0.68,0,0,0,44,10,878,125,O,21
1512,50,1118,,,0.5,0,0,0,44,10,878,125,O,21
1513,50,1119,,,0.75,0,0,0,44,10,878,125,O,21
1514,50,1120,,,1.37,0,0,0,44,10,878,125,O,21
1515,50,1121,,,0.56,0,0,0,44,10,878,125,O,21
1516,50,1122,,,0.68,0,0,0,44,10,878,125,O,21
1517,50,1123,,,0.31,0,0,0,44,10,878,125,O,21
1518,50,1124,,,0.56,0,0,0,44,10,878,125,O,21
1519,50,1125,,,0.63,0,0,0,44,10,878,125,O,21
1520,50,1126,,,1.05,0,0,0,44,10,878,125,O,21
1521,50,1127,,,0.44,0,0,0,44,10,878,125,O,21
1522,50,1128,,,0.81,0,0,0,44,10,878,125,O,21
1523,50,1129,,,0.5,0,0,0,44,10,878,125,O,21
1524,50,1130,,,0,0,0,0,44,10,878,125,O,21
1525,50,1131,,,0,0,0,0,44,10,878,125,O,21
1526,50,1132,,,0,0,0,0,44,10,878,125,O,21
1527,50,1133,,,0.87,0,0,0,44,10,878,125,O,21
1528,50,1134,,,0.5,0,0,0,44,10,878,125,O,21
1529,50,1135,,,0.56,0,0,0,44,10,878,125,O,21
1530,50,1136,,,1.25,0,0,0,44,10,878,125,O,21
1531,50,1137,,,0.44,0,0,0,44,10,878,125,O,21
1532,50,1138,,,0.81,0,0,0,44,10,878,125,O,21
1533,50,1139,,,1,0,0,0,44,10,878,125,O,21
1534,50,1140,,,0.81,0,0,0,44,10,878,125,O,21
1535,50,1141,,,1.91,0,0,0,44,10,878,125,O,21
1536,50,1142,,,0.8,0,0,0,44,10,878,125,O,21
1537,50,1143,,,0.31,0,0,0,44,10,878,125,O,21
1538,50,1144,,,0.62,0,0,0,44,10,878,125,O,21
1539,50,1145,,,0.56,0,0,0,44,10,878,125,O,21
1540,50,1146,,,1,0,0,0,44,10,878,125,O,21
1541,50,1147,,,0.44,0,0,0,44,10,878,125,O,21
1542,50,1148,,,0.75,0,0,0,44,10,878,125,O,21
1543,50,1149,,,0.44,0,0,0,44,10,878,125,O,21
1544,50,1150,,,0.87,0,0,0,44,10,878,125,O,21
1545,50,1151,,,0.81,0,0,0,44,10,878,125,O,21
1546,50,1152,,,0.68,0,0,0,44,10,878,125,O,21
1547,50,1153,,,0.87,0,0,0,44,10,878,125,O,21
1548,50,1154,,,0.69,0,0,0,44,10,878,125,O,21
1549,50,1155,,,0.82,0,0,0,44,10,878,125,O,21
1550,50,1156,,,1,0,0,0,44,10,878,125,O,21
1551,50,1157,,,1.06,0,0,0,44,10,878,125,O,21
1552,50,1158,,,0.56,0,0,0,44,10,878,125,O,21
1553,50,1159,,,0.69,0,0,0,44,10,878,125,O,21
1554,50,1160,,,0.56,0,0,0,44,10,878,125,O,21
1555,50,1161,,,0.87,0,0,0,44,10,878,125,O,21
1556,50,1162,,,0.25,0,0,0,44,10,878,125,O,21
1557,50,1163,,,0.37,0,0,0,44,10,878,125,O,21
1558,50,1164,,,0.31,0,0,0,44,10,878,125,O,21
1559,50,1165,,,0,0,0,0,44,10,878,125,O,21
1560,50,1166,,,0.19,0,0,0,44,10,878,125,O,21
1561,50,1167,,,0,0,0,0,44,10,878,125,O,21
1562,50,1168,,,0.5,0,0,0,44,10,878,125,O,21
1563,50,1169,,,4.87,0,0,0,44,10,878,125,O,21
1564,50,1170,,,0.19,0,0,0,44,10,878,125,O,21
1565,50,1171,,,0.5,0,0,0,44,10,878,125,O,21
1566,50,1172,,,4.62,0,0,0,44,10,878,125,O,21
1567,50,1173,,,4.26,0,0,0,44,10,878,125,O,21
1568,50,1174,,,1.25,0,0,0,44,10,878,125,O,21
1569,50,1175,,,0,0,0,0,44,10,878,125,O,21
1570,50,1176,,,0.06,0,0,0,44,10,878,125,O,21
1571,50,1177,,,0,0,0,0,44,10,878,125,O,21
1572,50,1178,,,0,0,0,0,44,10,878,125,O,21
1573,50,1179,,,0,0,0,0,44,10,878,125,O,21
1574,50,1180,,,0.13,0,0,0,47,10,878,125,O,21
1575,50,1181,,,0,0,0,0,44,10,878,125,O,21
1576,50,1182,,,0,0,0,0,44,10,878,125,O,21
1577,50,1183,,,0,0,0,0,44,10,878,125,O,21
1578,50,1184,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1579,50,1185,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1580,50,1186,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1581,50,1187,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1582,50,1188,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1583,50,1189,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1584,50,1190,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1585,50,1191,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1586,50,1192,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1587,50,1193,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1588,50,1194,,,0.06,0,0,0,44,10,878,125,SIGWINCH,21
1589,50,1195,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1590,50,1196,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1591,50,1197,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1592,50,1198,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1593,50,1199,,,0,0,0,0,44,10,878,125,SIGWINCH,21
1594,50,1200,,,0.5,0,0,0,44,10,878,125,SIGWINCH,21
1595,50,1201,,,0,0,0,0,44,10,878,125,O,21
1596,50,1202,,,0,0,0,0,44,10,878,125,O,21
1597,50,1203,,,0,0,0,0,44,10,878,125,O,21
1598,50,1204,,,0,0,0,0,44,10,878,125,O,21
1599,50,1205,,,0,0,0,0,44,10,878,125,O,21
1498,50,1206,,,0,0,0,0,44,10,878,125,O,21
1500,50,1207,,,0,0,0,0,44,10,878,125,O,21
1500,50,1208,,,0,0,0,0,44,10,878,125,O,21
1498,50,1209,,,0,0,0,0,44,10,878,125,O,21
1500,50,1210,,,0,0,0,0,44,10,878,125,O,21
1500,50,1211,,,0,0,0,0,44,10,878,125,O,21
1500,50,1212,,,0,0,0,0,44,10,878,125,O,21
1496,50,1213,,,0,0,0,0,44,10,878,125,O,21
1498,50,1214,,,0,0,0,0,44,10,878,125,O,21
1497,50,1215,,,0.88,0,0,0,44,10,878,125,O,21
1497,50,1216,,,1.31,0,0,0,44,10,878,125,O,21
1499,50,1217,,,0,0,0,0,44,10,878,125,O,21
1497,50,1218,,,0,0,0,0,44,10,878,125,O,21
1497,50,1219,,,0,0,0,0,44,10,878,125,O,21
1497,50,1220,,,0,0,0,0,44,10,878,125,O,21
1499,50,1221,,,1.37,0,0,0,44,10,878,125,O,21
1497,50,1222,,,0,0,0,0,44,10,878,125,O,21
1497,50,1223,,,0,0,0,0,44,10,878,125,O,21
1499,50,1224,,,0,0,0,0,44,10,878,125,O,21
1496,50,1225,,,0,0,0,0,44,10,878,125,O,21
1496,50,1226,,,0,0,0,0,44,10,878,125,O,21
1497,50,1227,,,0,0,0,0,44,10,878,125,O,21
1499,50,1228,,,0,0,0,0,44,10,878,125,O,21
1499,50,1229,,,0,0,0,0,44,10,878,125,O,21
1497,50,1230,,,0,0,0,0,44,10,878,125,O,21
1499,50,1231,,,0,0,0,0,44,10,878,125,O,21
1496,50,1232,,,0.25,0,0,0,44,10,878,125,O,21
1496,50,1233,,,0,0,0,0,44,10,878,125,O,21
1497,50,1234,,,1.32,0,0,0,44,10,878,125,O,21
1497,50,1235,,,0.38,7,0,0,44,10,878,125,O,21
1497,50,1236,,,0,7,0,0,44,10,878,125,O,25
1497,50,1237,,,0,7,0,0,44,10,878,125,O,25
1496,50,1238,,,0,7,0,0,44,10,878,125,O,25
1499,50,1239,,,0,7,0,0,44,10,878,125,O,25
1496,50,1240,,,0,7,0,0,44,10,878,125,O,25
1496,50,1241,,,0,7,0,0,44,10,878,125,O,25
1497,50,1242,,,0.13,7,0,0,44,10,878,125,O,25
1497,50,1243,,,0,7,0,0,44,10,878,125,O,25
1497,50,1244,,,0,7,0,0,44,10,878,125,O,25
1497,50,1245,,,0,7,0,0,44,10,878,125,O,25
1497,50,1246,,,0,7,0,0,44,10,878,125,O,25
1475,50,1247,,,0,7,0,0,44,10,878,125,O,25
1479,50,1248,,,0,7,0,0,44,10,878,125,O,25
1462,50,1249,,,0,7,0,0,44,10,878,125,O,25
1483,50,1250,,,0,7,0,0,44,10,878,125,O,25
1490,50,1251,,,0,7,0,0,44,10,878,125,O,25
1490,50,1252,,,0,7,0,0,44,10,878,125,O,25
1490,50,1253,,,0,7,0,0,44,10,878,125,O,25
1489,50,1254,,,0,7,0,0,44,10,878,125,O,25
1489,50,1255,,,0,7,0,0,44,10,878,125,O,25
1490,50,1256,,,0,7,0,0,44,10,878,125,O,25
1490,50,1257,,,0,7,0,0,44,6,878,125,O,25
1492,50,1258,,,0,7,0,0,44,6,878,125,O,25
1493,50,1259,,,0,7,0,0,44,6,878,125,O,25
1501,50,1260,,,0,7,0,0,44,6,878,125,O,25
1503,50,1261,,,0,7,0,0,44,6,878,125,O,25
1502,50,1262,,,0,7,0,0,44,6,878,125,O,25
1496,50,1263,,,0,7,0,0,44,6,878,125,O,25
1498,50,1264,,,0.25,7,0,0,44,6,878,125,O,25
1498,50,1265,,,0,7,0,0,44,6,878,125,O,25
1497,50,1266,,,0,7,0,0,44,6,878,125,O,25
1497,50,1267,,,0,7,0,0,44,6,878,125,O,25
1498,50,1268,,,0,7,0,0,44,6,878,125,O,25
1499,50,1269,,,0,7,0,0,44,6,878,125,O,25
1497,50,1270,,,0,7,0,0,44,6,878,125,O,25
1497,50,1271,,,0,7,0,0,44,6,878,125,O,25
1498,50,1272,,,0,7,0,0,44,6,878,125,O,25
1502,50,1273,,,0,7,0,0,44,6,878,125,O,25
1497,50,1274,,,0,7,0,0,44,6,878,125,O,25
1500,50,1275,,,0,7,0,0,44,6,878,125,O,25
1498,50,1276,,,0,7,0,0,45,6,878,125,O,25
1502,50,1277,,,0,7,0,0,44,6,878,125,O,25
1503,50,1278,,,0,7,0,0,44,6,878,125,O,25
1500,50,1279,,,0,7,0,0,105,6,878,125,O,25
1503,50,1280,,,0.13,7,0,0,105,6,878,125,O,25
1500,50,1281,,,0,7,0,0,107,6,878,125,O,25
1500,50,1282,,,0,7,0,0,49,6,878,125,O,25
1500,50,1283,,,0,7,0,0,49,6,878,125,O,25
1499,50,1284,,,0,7,0,0,49,6,878,125,O,25
1498,50,1285,,,0,7,0,0,49,6,878,125,O,25
1499,50,1286,,,0,7,0,0,49,6,878,125,O,25
